
id,content,stars,conversation_id,reviewer_id
18285,"Lorem proin donec sodales nisl platea taciti penatibus maecenas nulla hendrerit hac viverra.",5,51289,30881
18286,"Ipsum fusce risus consequat pede.",5,51291,30878
18287,"Lorem porta.",5,51295,30875
18288,"Class velit.",5,51295,4822
18289,"Augue justo quis suscipit ultricies a.",5,51298,30874
18290,"Magna neque.",5,51298,4922
18291,"Porta felis phasellus.",5,51302,30873
18292,"Ipsum vitae.",5,51308,30870
18293,"Augue fames lobortis dis rhoncus pharetra magna.",1,51309,10649
18294,"Donec dolor porttitor parturient quisque non.",5,51323,30863
18295,"Augue massa auctor mi molestie aliquet.",4,51324,30863
18296,"Metus vitae.",5,51327,30861
18297,"Massa lacus.",5,51329,30861
18298,"Morbi risus justo varius quis ullamcorper sit luctus dictum mus at venenatis quam leo quisque.",3,51332,5123
18299,"Nulla vitae condimentum hac aptent sodales diam nibh.",5,51333,30858
18300,"Augue nulla leo quam rhoncus massa eros fermentum sociis habitant ante nisi.",5,51335,30857
18301,"Ipsum class.",2,51337,30856
18302,"Proin metus litora ligula vitae ut class eu eros.",5,51340,30853
18303,"Justo dolor dui consequat tempor justo curae magnis at amet.",5,51340,3286
18304,"Justo etiam ornare.",3,51342,30852
18305,"Risus neque senectus cum.",4,51343,30851
18306,"Etiam purus tempor ullamcorper lacus fermentum adipiscing natoque sit.",5,51343,9484
18307,"Curae lorem nam orci nisi.",5,51345,30851
18308,"Velit purus leo enim etiam suspendisse lobortis.",1,51346,30850
18309,"Curae risus pulvinar id fusce cursus sociosqu pulvinar aptent iaculis.",5,51346,9730
18310,"Proin etiam a ligula quis hac.",5,51361,30843
18311,"Donec etiam lacus volutpat.",4,51365,30842
18312,"Justo nulla fusce metus massa varius porttitor faucibus lectus mollis.",5,51369,30838
18313,"Felis velit quisque aptent elit quisque at.",5,51369,889
18314,"Lacus fusce non eget sociis mauris accumsan hendrerit metus natoque.",1,51370,30837
18315,"Etiam nulla montes eget ultricies inceptos netus sollicitudin.",1,51374,30834
18316,"Vitae metus aenean nostra conubia egestas libero.",5,51378,30831
18317,"Purus proin tellus.",4,51378,98
18318,"Fusce purus suspendisse volutpat pede ante semper nec potenti velit.",5,51379,30830
18319,"Fusce etiam proin mattis velit.",5,51380,30830
18320,"Curae justo.",5,51386,30827
18321,"Morbi purus.",4,51386,8387
18322,"Magna lacus semper fames sagittis hac nunc.",5,51391,30823
18323,"Fames fusce nec proin aptent at gravida ve ad.",5,51393,30821
18324,"Netus lorem lectus euismod blandit penatibus duis diam vitae magnis class.",5,51396,30820
18325,"Lorem fames feugiat malesuada cursus et viverra nibh.",5,51398,30819
18326,"Velit vitae nec odio dui luctus blandit.",1,51399,30819
18327,"Lorem proin molestie class orci sed sapien in arcu varius fusce.",5,51400,30819
18328,"Magna dolor lobortis dolor platea.",5,51405,30815
18329,"Morbi magna non mus ridiculus.",1,51406,30814
18330,"Velit purus dictum pulvinar enim.",5,51407,30814
18331,"Massa ipsum inceptos proin gravida rutrum netus habitasse id tincidunt.",5,51408,30813
18332,"Ipsum justo potenti hac senectus.",5,51409,30812
18333,"Vitae dolor tortor condimentum fames rutrum ut auctor a.",5,51413,30809
18334,"Felis risus ligula cursus donec.",5,51419,30801
18335,"Proin etiam.",5,51421,30799
18336,"Neque magna eni adipiscing in vehicula.",5,51422,30798
18337,"Fames porta aliquet mus pharetra cubilia.",5,51430,30795
18338,"Lorem fusce mollis montes tristique tincidunt parturient.",5,51433,30793
18339,"Porta proin.",5,51435,30792
18340,"Donec ipsum justo magnis suspendisse massa ridiculus accumsan tempus.",5,51440,30791
18341,"Etiam velit feugiat sociis nulla diam non a aenean donec proin erat mus aptent praesent.",2,51441,7335
18342,"Velit felis laoreet.",5,51442,30790
18343,"Massa neque velit enim primis enim in.",5,51445,30790
18344,"Dolor ipsum.",5,51445,4312
18345,"Lacus etiam primis maecenas taciti tempus risus.",5,51446,30790
18346,"Neque fames orci lectus tincidunt viverra dolor erat tincidunt pellentesque vivamus nascetur.",4,51447,12286
18347,"Fusce netus.",1,51452,30788
18348,"Risus fames taciti pellentesque facilisis velit facilisi adipiscing.",1,51457,30785
18349,"Magna massa.",4,51457,12094
18350,"Nulla morbi quis mauris cras at nullam integer.",5,51458,30785
18351,"Justo class.",5,51460,30783
18352,"Netus morbi.",4,51467,30778
18353,"Ipsum etiam aenean at sit ante.",5,51468,30777
18354,"Morbi etiam.",5,51470,83
18355,"Justo felis.",4,51472,30775
18356,"Proin class quisque ipsum quis sit orci ve pellentesque.",5,51473,30775
18357,"Risus felis netus tempus.",1,51478,30775
18358,"Nulla metus auctor dolor parturient nibh porttitor enim justo orci blandit amet etiam aliquet pede.",5,51479,30774
18359,"Curae ipsum taciti tortor donec integer.",5,51480,30773
18360,"Donec risus.",5,51481,30772
18361,"Felis fusce.",5,51484,30771
18362,"Neque justo iaculis dui tempus.",5,51484,11203
18363,"Lacus porta sapien luctus malesuada egestas augue.",3,51489,30771
18364,"Augue curae a semper quis.",5,51492,30771
18365,"Lacus vitae.",5,51498,30766
18366,"Felis curae litora ad.",5,51501,30764
18367,"Lacus curae iaculis posuere ante id malesuada urna leo vulputate.",5,51503,30763
18368,"Nulla class nam quis.",5,51506,30761
18369,"Morbi class phasellus amet laoreet felis ante potenti.",4,51511,30755
18370,"Neque massa torquent adipiscing conubia cum mi fames id libero duis laoreet pede ad dignissim scelerisque eni.",5,51511,10901
18371,"Ipsum nulla posuere.",5,51516,30752
18372,"Augue porta a gravida mollis.",5,51518,30752
18373,"Purus nulla ultrices vestibulum ligula est.",5,51521,30750
18374,"Lacus fames lacinia lectus curae aliquam varius litora curae etiam class a congue hendrerit.",4,51527,30746
18375,"Neque lacus molestie dui aliquet dictumst platea nibh.",5,51531,30743
18376,"Massa metus a nonummy mi eleifend semper viverra amet a.",3,51540,30738
18377,"Donec proin odio habitasse ut ornare morbi eni arcu diam.",1,51540,11119
18378,"Augue donec.",5,51546,30732
18379,"Magna risus.",4,51549,4013
18380,"Risus metus habitant habitasse vitae eu dolor dignissim ante venenatis ipsum.",3,51552,30725
18381,"Justo morbi.",5,51556,30724
18382,"Massa neque nulla ligula eu fermentum a tincidunt fames ultricies suspendisse.",5,51561,30721
18383,"Proin lacus elit quis ridiculus ultricies fames.",5,51563,30720
18384,"Morbi risus egestas taciti cum dictum ac.",5,51563,7521
18385,"Netus metus sem arcu mus purus luctus duis nec est potenti turpis.",5,51567,871
18386,"Morbi neque sociis odio ve orci ve.",5,51571,30714
18387,"Felis purus justo torquent.",5,51573,30712
18388,"Curae vitae vel felis.",5,51574,30712
18389,"Massa lacus praesent duis gravida et.",5,51574,2070
18390,"Proin justo.",5,51584,30708
18391,"Class donec.",5,51585,3853
18392,"Porta augue turpis cubilia in accumsan pede erat sodales mi magna convallis ultricies augue.",1,51587,30706
18393,"Fusce vitae convallis.",4,51591,30704
18394,"Lacus nulla senectus cum aliquet congue.",5,51593,30703
18395,"Vitae velit purus nibh convallis et condimentum urna.",5,51600,30700
18396,"Fusce lacus enim urna ac risus mi magna arcu vehicula penatibus porta mi elit aptent.",5,51601,30698
18397,"Magna justo.",1,51601,11480
18398,"Velit augue mauris lorem eni massa fringilla torquent mi condimentum nunc tincidunt at ut penatibus.",5,51604,30696
18399,"Curae dolor ornare auctor fusce egestas.",5,51607,30692
18400,"Lacus velit duis pulvinar sed egestas pulvinar.",3,51610,30690
18401,"Purus vitae hac quam.",1,51611,30690
18402,"Velit metus.",4,51612,30690
18403,"Purus porta varius vulputate lectus phasellus est vehicula vivamus justo diam risus.",5,51613,30689
18404,"Ipsum metus varius ve imperdiet rhoncus pellentesque platea.",2,51613,91
18405,"Massa magna nonummy gravida platea nibh.",4,51619,30687
18406,"Vitae proin.",5,51620,30687
18407,"Vitae proin.",5,51622,30684
18408,"Neque class tortor porttitor dolor nibh.",5,51624,30682
18409,"Augue magna class per.",5,51629,30682
18410,"Purus velit faucibus nec quis arcu duis vel et ipsum vel class sapien morbi.",5,51631,5742
18411,"Neque curae.",2,51638,30677
18412,"Curae fames felis amet tempor ve habitant nullam aliquet tellus velit elementum.",5,51639,30676
18413,"Fames etiam tincidunt.",5,51652,30671
18414,"Donec etiam mus ante.",5,51659,30666
18415,"Magna etiam risus nulla semper ad mauris inceptos quam nec.",4,51660,30665
18416,"Curae lacus a quam ac consectetuer rhoncus proin ac hendrerit augue vitae.",1,51660,8575
18417,"Massa vitae.",2,51661,30664
18418,"Dolor purus sit morbi odio accumsan dui ad.",5,51663,30664
18419,"Fames magna est lacus ipsum.",2,51663,9960
18420,"Velit donec feugiat laoreet venenatis id tempus sodales erat adipiscing cursus vitae ad.",5,51669,30659
18421,"Nulla justo erat dis.",5,51675,30657
18422,"Ipsum etiam tellus vehicula parturient.",5,51678,30656
18423,"Justo etiam ornare felis morbi enim potenti ac convallis.",5,51679,30656
18424,"Curae lorem diam et venenatis ac eu ipsum condimentum arcu.",3,51679,5378
18425,"Purus lorem interdum eu est ac vitae dolor porttitor iaculis class erat a.",5,51680,30656
18426,"Proin risus elit felis tincidunt habitant felis.",2,51680,6989
18427,"Augue fames cum fringilla platea nostra nec feugiat pharetra nisi.",5,51684,4004
18428,"Vitae nulla tempor condimentum proin dignissim.",4,51686,30652
18429,"Metus neque maecenas morbi praesent fames arcu.",5,51686,12565
18430,"Donec morbi cursus.",5,51690,30650
18431,"Class nulla velit vel eros eleifend a pellentesque.",5,51693,30649
18432,"Lorem justo.",5,51695,30647
18433,"Proin felis.",5,51696,30646
18434,"Fusce lacus magnis proin accumsan parturient tristique diam.",5,51697,30646
18435,"Morbi massa tempor metus.",5,51701,30644
18436,"Fusce proin nullam magna pharetra orci rutrum ve fringilla fermentum.",5,51703,30643
18437,"Morbi magna a turpis.",5,51708,4991
18438,"Neque curae auctor proin parturient suspendisse mattis id.",2,51718,30631
18439,"Massa lorem nulla mus ipsum nunc.",5,51718,3604
18440,"Lorem lacus lacinia gravida malesuada arcu eget urna.",5,51725,30626
18441,"Lorem nulla nam.",5,51726,30626
18442,"Etiam magna non adipiscing neque eros integer duis.",5,51735,30620
18443,"Magna felis ante neque rhoncus orci nec consectetuer.",5,51736,30620
18444,"Lacus morbi a aptent ante consectetuer mi vitae id ridiculus.",5,51748,8839
18445,"Dolor donec accumsan et proin eget egestas ultricies.",5,51750,30614
18446,"Felis curae sociis sit nunc.",4,51755,30611
18447,"Risus fames aptent nunc arcu lorem cubilia eros nisi turpis ridiculus praesent.",5,51756,30610
18448,"Donec lacus ligula pellentesque rhoncus neque proin dolor lobortis est posuere eget at nunc.",5,51760,30609
18449,"Proin magna libero arcu gravida dis.",5,51763,30607
18450,"Dolor justo erat ve urna tellus eu semper.",5,51768,30603
18451,"Felis ipsum.",5,51768,6356
18452,"Ipsum class vel.",5,51769,30602
18453,"Curae neque.",5,51774,30600
18454,"Velit metus nibh nisl sodales venenatis sociis vestibulum.",5,51779,30598
18455,"Fusce fames amet.",5,51782,30597
18456,"Felis risus.",5,51783,30597
18457,"Porta magna torquent felis ut sollicitudin aliquet curabitur hac massa curae libero.",5,51792,30588
18458,"Fusce morbi a potenti.",5,51796,30586
18459,"Fames felis.",5,51806,3476
18460,"Nulla morbi eget dignissim vulputate curae ve odio fames montes interdum.",5,51808,1391
18461,"Felis etiam tempus.",5,51810,30577
18462,"Porta dolor luctus ad natoque arcu mi ante nisi quisque iaculis orci ultrices.",5,51810,11931
18463,"Vitae augue lectus arcu.",5,51812,30576
18464,"Velit massa primis vestibulum morbi nisl.",5,51812,11157
18465,"Dolor magna elementum ultricies proin litora.",2,51818,30569
18466,"Fusce lacus non elit faucibus.",1,51825,12574
18467,"Fames risus mollis at elementum eu elementum.",5,51830,30561
18468,"Ipsum dolor mattis phasellus massa torquent eget semper euismod cras.",1,51831,30561
18469,"Vitae dolor etiam arcu hymenaeos habitasse odio.",5,51831,5625
18470,"Ipsum velit nulla tempus tempor.",5,51833,30560
18471,"Porta netus mollis dictum mi risus et habitasse a velit ad ipsum.",5,51836,30558
18472,"Felis justo.",5,51836,8272
18473,"Curae donec imperdiet feugiat lorem.",5,51839,30557
18474,"Netus fusce a cursus nulla ve magnis et rutrum.",5,51841,30557
18475,"Fusce augue suspendisse facilisi fusce amet.",3,51841,1907
18476,"Lorem fusce auctor ad enim arcu aliquet imperdiet sociosqu congue tempus etiam conubia tempor.",4,51843,30556
18477,"Augue nulla dictumst fusce mus neque.",1,51855,30551
18478,"Curae porta aliquet turpis sem lectus dapibus montes dis orci augue.",5,51856,8517
18479,"Augue class suspendisse nascetur etiam lacus.",5,51859,30548
18480,"Class magna posuere enim potenti erat nisi leo felis litora quis malesuada leo nunc.",5,51861,62
18481,"Donec risus nullam netus id augue pulvinar ut mus eget consectetuer.",5,51864,30544
18482,"Neque lacus netus odio malesuada mauris auctor.",1,51866,30543
18483,"Porta justo tempus.",5,51867,30543
18484,"Purus donec tempus curae senectus risus class curae nonummy magnis sed auctor suscipit.",5,51869,30541
18485,"Velit magna auctor risus vulputate eleifend odio libero ultricies placerat tortor ligula habitasse maecenas lacus risus.",5,51872,30539
18486,"Purus netus ornare.",1,51872,7587
18487,"Lacus augue dignissim quis dis egestas et eu ipsum ve litora curae.",5,51873,30538
18488,"Vitae neque eleifend nec gravida semper dui sagittis.",1,51875,30535
18489,"Nulla donec mattis turpis conubia duis arcu parturient phasellus orci.",5,51880,30533
18490,"Velit metus orci blandit a suspendisse eni.",5,51881,30533
18491,"Etiam ipsum.",4,51884,30531
18492,"Velit augue nec nibh nec pretium nisi.",5,51884,2547
18493,"Nulla fames pretium libero in nunc vehicula rutrum potenti fringilla diam mattis blandit commodo euismod.",5,51885,30531
18494,"Purus justo hac sem sit ve.",5,51885,10252
18495,"Massa magna montes condimentum morbi tortor eu ut nibh.",5,51889,30530
18496,"Nulla felis.",5,51890,30529
18497,"Porta vitae nostra nec primis euismod iaculis convallis.",5,51892,30525
18498,"Morbi metus ornare adipiscing magna aliquam tempor.",5,51896,30522
18499,"Netus velit ante luctus tortor duis diam duis praesent lectus ligula.",5,51900,30520
18500,"Etiam neque aptent ipsum placerat fames sociis justo praesent magna ve massa ridiculus.",2,51905,30519
18501,"Velit nulla ornare justo mus leo cubilia mi quis molestie bibendum.",5,51909,30516
18502,"Morbi porta convallis nonummy sapien sed nunc habitant sociosqu donec.",5,51910,30515
18503,"Augue nulla a mollis curabitur purus.",5,51912,30513
18504,"Magna curae pulvinar dis nibh.",5,51913,30513
18505,"Vitae metus.",5,51915,30512
18506,"Purus vitae nulla tempus purus mi justo.",5,51927,30500
18507,"Vitae nulla velit lobortis class pellentesque pharetra class.",5,51929,30498
18508,"Lacus nulla vivamus lectus nulla mi malesuada etiam.",2,51932,30496
18509,"Justo augue erat laoreet sit ac.",5,51932,2651
18510,"Velit felis.",1,51937,289
18511,"Lorem donec eni pede lorem.",5,51941,30485
18512,"Justo etiam suspendisse maecenas massa penatibus est arcu interdum.",5,51944,30485
18513,"Augue nulla magnis class metus viverra.",5,51944,11426
18514,"Nulla lacus montes ac sapien bibendum est tempor tortor vitae neque semper.",5,51946,30482
18515,"Nulla class curae dui.",5,51950,30480
18516,"Augue neque.",5,51950,9071
18517,"Etiam dolor fermentum.",5,51954,30478
18518,"Vitae donec nostra urna euismod ut sociosqu odio nostra torquent enim blandit primis per.",5,51956,30477
18519,"Purus donec amet.",5,51961,30473
18520,"Dolor etiam nibh nunc lacus venenatis blandit augue at nisl suscipit.",5,51964,30472
18521,"Metus morbi erat.",5,51974,30468
18522,"Etiam proin dictum litora pede at eros.",3,51974,7066
18523,"Purus nulla massa augue pharetra purus per mus facilisis.",4,51976,30466
18524,"Neque class ligula fringilla netus.",5,51983,30462
18525,"Metus ipsum scelerisque.",5,51990,30458
18526,"Metus fames a duis.",5,51996,30457
18527,"Justo magna vel amet leo a tempus elit ut tempor a vestibulum leo parturient.",5,51997,30457
18528,"Dolor class.",5,52000,30453
18529,"Ipsum donec rutrum scelerisque metus elementum suscipit justo aenean primis velit in.",5,52003,30450
18530,"Class porta lorem suspendisse ac nostra.",5,52004,30449
18531,"Dolor nulla.",4,52008,30447
18532,"Lacus augue.",5,52010,30447
18533,"Porta proin aliquam fermentum.",2,52017,30442
18534,"Vitae fusce sit eni.",5,52022,30440
18535,"Nulla fames commodo luctus ante urna nibh sit etiam.",5,52024,30438
18536,"Velit lacus.",5,52027,30436
18537,"Netus lacus diam massa lacus sagittis habitasse semper sapien.",5,52033,30434
18538,"Proin lacus maecenas facilisis diam pretium amet duis fermentum nostra parturient consectetuer.",3,52033,9218
18539,"Donec curae commodo.",5,52042,5574
18540,"Vitae class vel donec tempor nisi aliquet.",2,52045,30425
18541,"Netus augue.",5,52045,10848
18542,"Morbi dolor mattis condimentum donec platea.",5,52048,30422
18543,"Purus risus taciti metus viverra rhoncus.",4,52050,30418
