
id,service_type,cancellation_policy,can_provide_oral_medication,can_provide_injected_medication,senior_dog_experience,special_needs_experience,takes_small_dogs,takes_medium_dogs,takes_large_dogs,takes_puppies,max_dogs,provider_id,fee,price,added
14159,dog-walking,flexible,0,1,1,0,1,1,0,1,1,8333,0.2,26,"2018-07-11 17:07:55.390556"
14160,boarding,flexible,1,1,1,1,1,1,0,1,2,8334,0.15,36,"2017-03-05 14:21:00.543592"
14161,boarding,moderate,1,0,1,0,1,1,1,1,7,8335,0.2,38,"2017-12-14 00:38:27.983672"
14162,day-care,strict,1,0,1,0,1,1,1,1,5,8335,0.2,28,"2017-12-14 00:38:27.983672"
14163,boarding,strict,1,0,1,0,1,1,1,0,1,8336,0.15,35,"2017-04-30 10:37:56.814360"
14164,dog-walking,moderate,1,0,1,0,1,1,1,1,5,8336,0.15,24,"2017-04-30 10:37:56.814360"
14165,dog-walking,strict,1,0,1,0,1,1,1,1,5,8337,0.2,17,"2018-05-13 21:55:32.632235"
14166,day-care,flexible,1,0,1,0,1,1,0,0,6,8337,0.2,29,"2018-05-13 21:55:32.632235"
14167,dog-walking,flexible,1,0,1,0,1,0,1,1,2,8338,0.2,24,"2018-01-24 02:59:23.394818"
14168,boarding,moderate,1,0,0,0,1,1,0,1,5,8339,0.2,42,"2018-06-16 09:23:54.674443"
14169,boarding,flexible,1,0,1,0,1,1,0,0,2,8340,0.2,37,"2018-07-12 12:43:31.193860"
14170,dog-walking,strict,1,0,1,0,1,1,0,0,3,8341,0.2,21,"2018-04-05 19:05:16.502118"
14171,day-care,moderate,1,0,1,0,1,1,1,1,4,8342,0.2,22,"2018-07-05 08:11:58.645442"
14172,boarding,strict,1,0,0,0,1,0,0,1,2,8343,0.15,36,"2017-01-31 04:52:25.019518"
14173,dog-walking,moderate,1,0,1,0,1,1,0,1,5,8343,0.15,26,"2017-01-31 04:52:25.019518"
14174,day-care,moderate,1,0,1,0,1,1,1,1,3,8344,0.2,29,"2017-10-21 12:51:44.122612"
14175,dog-walking,flexible,1,0,1,0,1,1,1,0,4,8345,0.2,23,"2017-11-26 15:18:16.008257"
14176,boarding,moderate,1,0,1,0,1,1,1,1,2,8346,0.2,38,"2018-04-02 03:12:39.088682"
14177,dog-walking,flexible,1,0,1,0,1,0,0,0,3,8347,0.2,16,"2017-12-07 04:17:09.401235"
14178,boarding,moderate,0,0,1,0,1,1,1,1,1,8348,0.15,35,"2017-03-13 02:15:37.884414"
14179,day-care,moderate,1,0,1,0,1,1,0,0,2,8348,0.15,30,"2017-03-13 02:15:37.884414"
14180,dog-walking,strict,1,0,1,0,0,0,1,1,4,8349,0.15,25,"2017-04-12 16:12:48.044089"
14181,day-care,moderate,1,1,1,1,1,1,0,1,3,8349,0.15,27,"2017-04-12 16:12:48.044089"
14182,dog-walking,strict,1,0,1,0,1,1,0,1,2,8350,0.2,24,"2018-04-30 04:59:30.369176"
14183,dog-walking,strict,1,0,1,0,1,0,0,1,4,8351,0.2,16,"2017-07-29 13:22:12.549059"
14184,boarding,moderate,1,0,1,0,1,1,1,0,8,8352,0.2,33,"2018-06-27 19:15:32.535157"
14185,dog-walking,flexible,1,0,1,1,1,1,1,1,3,8352,0.2,21,"2018-06-27 19:15:32.535157"
14186,boarding,moderate,1,0,1,1,1,1,1,1,4,8353,0.2,38,"2018-02-13 02:41:54.881189"
14187,dog-walking,flexible,1,0,1,1,1,1,1,1,4,8354,0.2,22,"2018-01-14 15:46:43.325441"
14188,boarding,flexible,1,0,1,0,0,1,0,1,2,8355,0.2,41,"2018-06-12 08:53:23.647704"
14189,dog-walking,flexible,1,0,1,1,1,1,0,1,5,8355,0.2,23,"2018-06-12 08:53:23.647704"
14190,day-care,strict,1,0,1,0,0,1,1,1,3,8355,0.2,28,"2018-06-12 08:53:23.647704"
14191,boarding,moderate,1,0,1,0,1,1,1,1,6,8356,0.2,33,"2018-03-29 13:04:38.720738"
14192,dog-walking,strict,0,0,1,0,1,1,0,1,4,8356,0.2,26,"2018-03-29 13:04:38.720738"
14193,dog-walking,flexible,1,0,1,0,1,0,1,1,4,8357,0.15,20,"2017-04-05 10:45:23.267252"
14194,day-care,moderate,1,0,1,1,1,1,1,1,2,8357,0.15,29,"2017-04-05 10:45:23.267252"
14195,dog-walking,flexible,1,0,1,0,1,1,0,1,4,8358,0.2,17,"2018-03-30 16:54:42.202299"
14196,day-care,flexible,1,0,1,0,1,1,0,0,2,8358,0.2,24,"2018-03-30 16:54:42.202299"
14197,boarding,flexible,1,0,0,0,0,0,1,1,5,8359,0.2,35,"2017-07-17 22:08:38.615040"
14198,dog-walking,moderate,1,0,0,0,1,1,1,1,2,8359,0.2,24,"2017-07-17 22:08:38.615040"
14199,day-care,moderate,1,0,1,0,0,0,1,0,3,8359,0.2,22,"2017-07-17 22:08:38.615040"
14200,day-care,moderate,1,0,1,1,1,0,0,1,7,8360,0.2,30,"2017-12-15 09:39:22.872045"
14201,boarding,strict,1,0,0,0,0,1,1,1,6,8361,0.15,34,"2017-02-10 23:50:26.123593"
14202,dog-walking,moderate,1,0,1,0,1,1,0,1,4,8361,0.15,23,"2017-02-10 23:50:26.123593"
14203,day-care,strict,1,0,1,0,1,0,1,1,3,8361,0.15,26,"2017-02-10 23:50:26.123593"
14204,dog-walking,strict,1,0,1,1,1,0,0,0,4,8362,0.2,25,"2018-05-11 05:54:56.834786"
14205,dog-walking,flexible,1,0,1,1,1,0,1,0,2,8363,0.2,21,"2018-02-18 05:35:39.729756"
14206,day-care,moderate,1,1,0,0,1,0,0,1,3,8363,0.2,29,"2018-02-18 05:35:39.729756"
14207,boarding,strict,1,0,1,1,1,1,1,1,2,8364,0.2,35,"2018-07-19 00:45:29.561211"
14208,boarding,moderate,1,0,1,1,1,1,1,1,3,8365,0.2,38,"2018-04-08 13:40:14.958515"
14209,day-care,flexible,1,1,1,0,1,1,0,1,2,8365,0.2,28,"2018-04-08 13:40:14.958515"
14210,dog-walking,moderate,1,0,1,1,1,1,0,1,4,8366,0.2,23,"2018-06-24 23:32:02.168904"
14211,day-care,moderate,1,0,0,1,1,0,0,1,5,8366,0.2,30,"2018-06-24 23:32:02.168904"
14212,day-care,flexible,1,0,1,1,1,1,1,1,5,8367,0.15,24,"2017-01-04 15:15:20.280905"
14213,boarding,strict,1,0,1,0,1,1,1,1,4,8368,0.15,40,"2017-01-23 02:32:31.422768"
14214,dog-walking,strict,1,0,1,0,1,1,0,1,5,8368,0.15,17,"2017-01-23 02:32:31.422768"
14215,boarding,flexible,1,0,1,0,1,1,1,1,1,8369,0.2,36,"2018-03-21 17:31:32.308264"
14216,dog-walking,moderate,1,0,1,1,1,1,0,1,6,8369,0.2,20,"2018-03-21 17:31:32.308264"
14217,day-care,flexible,1,0,1,0,1,1,0,0,3,8369,0.2,28,"2018-03-21 17:31:32.308264"
14218,dog-walking,moderate,1,1,1,0,1,0,1,1,3,8370,0.15,18,"2017-01-10 14:42:17.733789"
14219,day-care,flexible,1,0,1,1,1,1,1,1,2,8370,0.15,26,"2017-01-10 14:42:17.733789"
14220,day-care,flexible,1,0,1,0,1,1,0,1,2,8371,0.15,25,"2017-02-25 10:15:06.339734"
14221,day-care,moderate,1,1,1,0,1,1,0,0,4,8372,0.2,30,"2017-07-15 03:16:38.071080"
14222,boarding,moderate,1,0,0,1,1,1,0,1,3,8373,0.2,30,"2018-05-07 11:50:13.893080"
14223,day-care,moderate,1,0,1,0,1,1,1,1,1,8373,0.2,22,"2018-05-07 11:50:13.893080"
14224,dog-walking,flexible,1,0,1,0,1,0,0,1,7,8374,0.2,25,"2018-04-08 01:52:28.381716"
14225,day-care,flexible,1,0,1,0,1,0,1,0,1,8374,0.2,23,"2018-04-08 01:52:28.381716"
14226,dog-walking,strict,1,0,0,0,1,1,1,0,5,8375,0.2,26,"2018-05-31 02:33:08.032803"
14227,day-care,moderate,1,0,1,0,1,1,1,0,3,8375,0.2,23,"2018-05-31 02:33:08.032803"
14228,boarding,flexible,1,0,1,0,1,1,0,0,2,8376,0.2,41,"2017-08-31 10:36:06.633430"
14229,day-care,flexible,1,0,1,0,1,1,0,1,6,8376,0.2,28,"2017-08-31 10:36:06.633430"
14230,boarding,strict,1,0,1,0,1,0,1,1,2,8377,0.2,31,"2018-03-22 11:04:14.566365"
14231,dog-walking,moderate,1,0,1,0,1,1,0,1,5,8377,0.2,23,"2018-03-22 11:04:14.566365"
14232,day-care,flexible,1,0,1,0,1,1,0,0,5,8377,0.2,25,"2018-03-22 11:04:14.566365"
14233,dog-walking,strict,1,0,1,0,1,1,1,0,1,8378,0.2,28,"2018-05-21 08:50:10.510786"
14234,day-care,moderate,1,0,1,0,1,1,0,1,3,8378,0.2,24,"2018-05-21 08:50:10.510786"
14235,boarding,flexible,1,0,1,0,0,1,0,0,2,8379,0.2,35,"2018-05-08 23:55:30.524875"
14236,day-care,moderate,1,0,1,0,1,1,0,0,2,8379,0.2,28,"2018-05-08 23:55:30.524875"
14237,boarding,moderate,1,1,1,0,1,1,1,1,2,8380,0.15,35,"2016-10-24 14:53:34.834253"
14238,dog-walking,flexible,1,1,1,1,1,1,0,1,5,8380,0.15,19,"2016-10-24 14:53:34.834253"
14239,day-care,flexible,1,0,1,0,1,1,0,1,4,8381,0.2,26,"2017-10-19 02:41:47.887139"
14240,boarding,strict,1,0,1,1,1,1,0,1,5,8382,0.2,40,"2018-06-24 22:30:30.037796"
14241,day-care,moderate,1,0,1,1,1,1,1,1,3,8383,0.2,30,"2017-08-08 12:20:16.497112"
14242,boarding,flexible,1,0,1,1,1,1,0,0,2,8384,0.2,31,"2018-05-30 06:12:16.149367"
14243,day-care,moderate,1,0,1,1,0,0,0,1,5,8384,0.2,27,"2018-05-30 06:12:16.149367"
14244,dog-walking,moderate,1,1,1,0,1,1,0,1,7,8385,0.2,17,"2017-09-22 03:53:39.438833"
14245,dog-walking,moderate,1,0,1,1,0,1,0,0,5,8386,0.2,22,"2018-07-30 18:26:20.492306"
14246,dog-walking,strict,1,1,1,0,1,1,0,1,4,8387,0.2,20,"2017-11-11 07:36:09.009141"
14247,day-care,strict,1,0,1,0,1,1,0,1,2,8387,0.2,30,"2017-11-11 07:36:09.009141"
14248,boarding,moderate,1,0,0,1,1,1,0,1,8,8388,0.2,30,"2017-12-12 05:31:32.279625"
14249,dog-walking,strict,1,0,1,0,1,1,0,0,4,8388,0.2,20,"2017-12-12 05:31:32.279625"
14250,day-care,strict,1,0,1,1,1,0,1,1,3,8388,0.2,23,"2017-12-12 05:31:32.279625"
14251,dog-walking,flexible,1,0,1,0,1,1,0,1,3,8389,0.2,26,"2017-07-06 12:34:09.464813"
14252,day-care,strict,1,0,1,0,1,1,0,1,4,8389,0.2,31,"2017-07-06 12:34:09.464813"
14253,boarding,flexible,1,0,1,0,1,0,1,1,3,8390,0.15,33,"2017-03-31 09:22:54.179937"
14254,dog-walking,moderate,1,0,1,0,1,1,0,1,5,8390,0.15,24,"2017-03-31 09:22:54.179937"
14255,boarding,flexible,1,0,1,0,1,1,0,1,6,8391,0.15,32,"2016-11-12 18:05:47.642638"
14256,dog-walking,strict,1,0,1,0,1,1,1,1,3,8391,0.15,21,"2016-11-12 18:05:47.642638"
14257,day-care,flexible,1,0,1,0,1,1,0,1,2,8391,0.15,23,"2016-11-12 18:05:47.642638"
14258,day-care,flexible,1,0,1,1,1,1,0,0,3,8392,0.2,27,"2018-06-09 08:09:56.486901"
14259,boarding,moderate,1,0,0,0,1,0,0,1,4,8393,0.2,29,"2018-03-05 08:16:37.541661"
14260,dog-walking,strict,1,0,0,0,1,1,1,0,1,8393,0.2,21,"2018-03-05 08:16:37.541661"
14261,boarding,strict,1,0,0,0,1,1,0,1,4,8394,0.15,39,"2017-05-10 07:42:02.455144"
14262,boarding,flexible,1,0,0,1,1,1,0,1,2,8395,0.2,36,"2017-09-11 04:08:22.901487"
14263,dog-walking,moderate,1,0,1,1,1,1,1,1,3,8395,0.2,28,"2017-09-11 04:08:22.901487"
14264,dog-walking,moderate,1,0,1,0,1,1,1,1,2,8396,0.2,18,"2018-06-09 07:26:10.214094"
14265,dog-walking,flexible,1,0,1,0,1,1,0,1,5,8397,0.2,19,"2018-05-22 20:39:13.173374"
14266,day-care,flexible,1,0,1,0,0,0,1,0,3,8397,0.2,24,"2018-05-22 20:39:13.173374"
14267,day-care,flexible,1,0,1,1,1,0,0,1,6,8398,0.15,27,"2016-10-18 21:35:53.492958"
14268,boarding,moderate,1,0,1,0,1,1,1,1,3,8399,0.2,29,"2017-12-18 15:44:55.508891"
14269,day-care,strict,1,0,1,0,0,0,0,1,2,8399,0.2,26,"2017-12-18 15:44:55.508891"
14270,day-care,flexible,1,0,1,0,1,1,1,0,5,8400,0.2,31,"2018-06-09 14:58:07.234699"
14271,dog-walking,strict,0,0,0,0,1,1,0,0,3,8401,0.2,19,"2017-07-15 01:26:10.212977"
14272,day-care,flexible,0,1,1,0,1,1,0,1,2,8401,0.2,28,"2017-07-15 01:26:10.212977"
14273,boarding,strict,1,1,1,0,1,1,1,0,3,8402,0.2,34,"2017-12-28 09:59:39.508187"
14274,dog-walking,flexible,1,0,0,0,1,1,0,0,4,8402,0.2,21,"2017-12-28 09:59:39.508187"
14275,day-care,strict,1,0,1,0,1,1,0,1,1,8402,0.2,27,"2017-12-28 09:59:39.508187"
14276,boarding,moderate,1,0,1,1,1,1,1,1,5,8403,0.2,36,"2017-08-18 23:42:29.893096"
14277,dog-walking,strict,1,1,1,0,0,0,0,0,3,8403,0.2,24,"2017-08-18 23:42:29.893096"
14278,day-care,strict,1,1,1,1,1,1,0,1,5,8403,0.2,33,"2017-08-18 23:42:29.893096"
14279,dog-walking,moderate,1,0,1,0,1,1,1,1,4,8404,0.2,22,"2018-04-11 12:00:40.711182"
14280,boarding,flexible,1,0,1,0,1,1,0,1,2,8405,0.2,32,"2018-01-26 15:55:37.060165"
14281,boarding,flexible,1,0,1,0,1,1,0,1,4,8406,0.2,41,"2018-02-08 11:27:36.910217"
14282,dog-walking,strict,1,1,1,1,1,1,0,0,4,8406,0.2,23,"2018-02-08 11:27:36.910217"
14283,day-care,moderate,1,0,1,0,1,1,1,1,3,8406,0.2,28,"2018-02-08 11:27:36.910217"
14284,dog-walking,moderate,1,0,1,0,1,1,1,1,1,8407,0.15,20,"2017-04-04 02:47:46.735302"
14285,boarding,strict,0,0,1,1,1,0,0,1,2,8408,0.2,31,"2017-12-29 02:43:33.598519"
14286,dog-walking,strict,0,0,1,0,1,1,1,0,1,8408,0.2,18,"2017-12-29 02:43:33.598519"
14287,dog-walking,flexible,1,0,1,0,1,1,1,0,4,8409,0.2,19,"2018-05-28 18:21:45.760087"
14288,day-care,flexible,1,0,1,1,1,1,0,1,2,8410,0.2,27,"2017-09-19 20:36:59.138695"
14289,boarding,flexible,1,0,1,0,1,1,0,1,6,8411,0.2,35,"2018-03-11 21:13:19.997429"
14290,day-care,strict,1,0,1,0,1,1,0,0,4,8411,0.2,27,"2018-03-11 21:13:19.997429"
14291,boarding,flexible,1,0,1,0,1,0,0,1,2,8412,0.2,38,"2017-09-17 11:51:00.290418"
14292,dog-walking,moderate,1,1,1,0,1,1,1,1,1,8412,0.2,24,"2017-09-17 11:51:00.290418"
14293,boarding,flexible,1,1,1,0,1,1,1,1,3,8413,0.2,34,"2017-12-10 18:28:13.497051"
14294,dog-walking,moderate,1,0,1,0,1,0,0,1,2,8413,0.2,22,"2017-12-10 18:28:13.497051"
14295,boarding,strict,1,0,1,1,1,0,1,0,4,8414,0.2,34,"2017-06-28 15:34:00.901993"
14296,boarding,strict,1,0,0,0,1,1,0,1,2,8415,0.2,32,"2018-05-28 14:32:07.584735"
14297,day-care,flexible,1,0,1,1,1,1,0,1,1,8415,0.2,24,"2018-05-28 14:32:07.584735"
14298,boarding,moderate,1,0,1,1,1,1,0,1,3,8416,0.2,29,"2018-05-12 02:28:25.676352"
14299,day-care,moderate,0,0,1,0,1,1,0,1,3,8416,0.2,32,"2018-05-12 02:28:25.676352"
14300,boarding,flexible,1,0,1,0,0,1,1,1,6,8417,0.2,30,"2018-04-26 00:24:07.103172"
14301,boarding,moderate,1,0,1,1,1,1,1,1,5,8418,0.2,34,"2018-03-27 13:11:43.632358"
14302,day-care,strict,1,0,1,0,1,1,1,0,5,8419,0.2,29,"2018-06-01 05:59:46.815581"
14303,boarding,moderate,1,0,1,0,1,1,1,1,5,8420,0.2,39,"2017-09-16 06:36:54.984298"
14304,dog-walking,flexible,1,0,1,1,1,1,0,1,4,8420,0.2,25,"2017-09-16 06:36:54.984298"
14305,dog-walking,moderate,1,0,1,1,1,1,0,1,8,8421,0.2,21,"2017-08-07 23:13:07.656099"
14306,boarding,strict,1,0,1,0,1,0,0,1,6,8422,0.2,37,"2018-05-14 04:43:05.034631"
14307,dog-walking,moderate,1,0,1,0,1,0,0,1,5,8422,0.2,22,"2018-05-14 04:43:05.034631"
14308,day-care,moderate,1,0,1,0,1,1,1,1,2,8422,0.2,29,"2018-05-14 04:43:05.034631"
14309,dog-walking,moderate,1,0,1,0,1,1,0,1,3,8423,0.2,22,"2018-03-07 12:04:34.595737"
14310,boarding,strict,1,0,1,1,1,1,1,1,5,8424,0.2,40,"2018-02-28 11:28:36.126970"
14311,dog-walking,moderate,1,0,1,1,1,1,1,1,4,8424,0.2,20,"2018-02-28 11:28:36.126970"
14312,day-care,flexible,1,1,1,0,0,1,0,1,3,8424,0.2,29,"2018-02-28 11:28:36.126970"
14313,dog-walking,strict,1,0,1,1,1,1,0,1,2,8425,0.15,18,"2017-03-18 04:21:39.461504"
14314,dog-walking,flexible,0,0,1,0,1,1,1,1,5,8426,0.2,21,"2018-05-21 08:53:23.261652"
14315,day-care,flexible,1,1,0,1,1,1,1,1,4,8426,0.2,21,"2018-05-21 08:53:23.261652"
14316,boarding,flexible,1,1,0,0,1,1,1,1,4,8427,0.2,37,"2017-12-01 22:27:21.054551"
14317,day-care,strict,1,1,1,0,1,1,0,1,6,8427,0.2,29,"2017-12-01 22:27:21.054551"
14318,dog-walking,strict,1,0,1,0,1,0,1,1,4,8428,0.2,21,"2017-12-22 16:33:05.349537"
14319,day-care,moderate,1,0,1,0,0,1,0,1,6,8428,0.2,32,"2017-12-22 16:33:05.349537"
14320,dog-walking,strict,1,1,1,0,1,1,1,1,3,8429,0.2,19,"2018-04-16 13:52:40.022186"
14321,boarding,strict,1,0,1,0,1,1,0,1,2,8430,0.2,33,"2017-11-18 16:17:04.710093"
14322,day-care,flexible,1,0,1,1,1,1,1,1,2,8430,0.2,29,"2017-11-18 16:17:04.710093"
14323,boarding,moderate,1,0,1,0,1,0,1,0,3,8431,0.2,31,"2017-08-25 12:23:25.209823"
14324,dog-walking,flexible,1,0,1,1,1,1,1,1,3,8431,0.2,25,"2017-08-25 12:23:25.209823"
14325,day-care,strict,1,1,1,0,0,0,1,1,1,8431,0.2,29,"2017-08-25 12:23:25.209823"
14326,boarding,strict,1,1,1,0,1,1,0,0,5,8432,0.2,40,"2017-07-28 14:39:53.426688"
14327,day-care,strict,1,1,1,0,1,1,1,1,2,8432,0.2,26,"2017-07-28 14:39:53.426688"
14328,boarding,strict,1,1,0,1,1,1,0,1,1,8433,0.15,32,"2017-02-09 15:10:18.227524"
14329,dog-walking,moderate,1,0,1,1,1,1,0,1,1,8433,0.15,22,"2017-02-09 15:10:18.227524"
14330,day-care,flexible,1,0,1,1,1,1,1,1,2,8433,0.15,30,"2017-02-09 15:10:18.227524"
14331,dog-walking,strict,1,0,1,0,1,0,0,1,3,8434,0.2,26,"2017-10-04 17:42:11.082673"
14332,dog-walking,moderate,1,0,1,0,1,1,0,0,5,8435,0.2,23,"2018-04-25 15:49:58.303603"
14333,day-care,flexible,1,0,0,1,1,1,1,1,2,8436,0.2,27,"2018-03-04 12:27:42.163002"
14334,boarding,flexible,1,1,1,0,0,0,0,1,3,8437,0.2,30,"2017-07-28 21:27:15.078775"
14335,dog-walking,flexible,1,0,1,0,1,1,1,1,3,8438,0.15,24,"2017-04-03 14:18:51.371766"
14336,boarding,strict,1,1,1,0,1,1,0,1,2,8439,0.2,36,"2018-03-19 08:31:58.275858"
14337,day-care,strict,0,0,0,0,1,1,0,0,4,8439,0.2,25,"2018-03-19 08:31:58.275858"
14338,day-care,moderate,1,0,1,0,1,1,0,0,6,8440,0.15,31,"2016-12-25 18:56:05.544910"
14339,boarding,strict,1,0,1,1,0,1,1,1,3,8441,0.2,29,"2017-08-30 00:06:48.565672"
14340,dog-walking,strict,1,1,1,0,1,1,1,0,4,8441,0.2,27,"2017-08-30 00:06:48.565672"
14341,day-care,strict,1,0,1,1,1,0,1,1,5,8441,0.2,26,"2017-08-30 00:06:48.565672"
14342,boarding,strict,1,0,1,0,1,1,0,1,4,8442,0.2,26,"2017-07-02 19:57:43.068297"
14343,dog-walking,strict,1,0,1,1,1,1,0,1,3,8442,0.2,21,"2017-07-02 19:57:43.068297"
14344,day-care,strict,1,1,1,1,1,1,0,1,3,8442,0.2,25,"2017-07-02 19:57:43.068297"
14345,boarding,flexible,0,0,1,1,1,1,0,1,2,8443,0.15,35,"2017-04-17 13:08:07.638266"
14346,day-care,strict,1,0,1,0,1,1,0,0,4,8443,0.15,28,"2017-04-17 13:08:07.638266"
14347,boarding,strict,1,0,1,0,1,1,0,1,5,8444,0.2,40,"2017-12-13 22:23:25.149262"
14348,dog-walking,moderate,1,0,0,1,1,1,1,1,3,8444,0.2,25,"2017-12-13 22:23:25.149262"
14349,dog-walking,moderate,1,0,1,0,1,1,0,0,4,8445,0.2,19,"2018-02-20 11:04:34.673855"
14350,day-care,strict,0,0,1,1,1,0,0,1,2,8445,0.2,31,"2018-02-20 11:04:34.673855"
14351,boarding,moderate,1,0,1,0,1,1,1,1,5,8446,0.2,33,"2018-03-29 03:58:56.894463"
14352,dog-walking,moderate,1,0,1,0,1,0,0,0,3,8446,0.2,19,"2018-03-29 03:58:56.894463"
14353,dog-walking,moderate,1,1,1,0,1,1,1,0,2,8447,0.2,21,"2018-02-12 13:35:37.269134"
14354,boarding,moderate,1,0,1,0,1,1,0,0,1,8448,0.2,37,"2017-08-07 23:12:46.158891"
14355,dog-walking,flexible,1,0,1,1,1,1,1,1,6,8448,0.2,21,"2017-08-07 23:12:46.158891"
14356,boarding,flexible,1,0,1,0,1,1,1,1,4,8449,0.2,41,"2017-06-08 18:46:33.319826"
14357,boarding,flexible,0,0,0,0,1,0,0,1,6,8450,0.2,38,"2017-11-18 11:44:26.063128"
14358,day-care,moderate,1,0,1,0,1,1,1,0,1,8450,0.2,31,"2017-11-18 11:44:26.063128"
14359,boarding,moderate,1,0,1,0,1,1,0,1,5,8451,0.2,33,"2017-09-23 19:05:24.087085"
14360,dog-walking,flexible,1,0,1,0,1,1,0,1,3,8451,0.2,22,"2017-09-23 19:05:24.087085"
14361,day-care,flexible,1,0,1,1,1,1,0,1,5,8452,0.2,31,"2018-04-09 23:01:25.012201"
14362,dog-walking,moderate,1,1,1,0,1,0,0,1,2,8453,0.15,26,"2017-04-26 20:07:02.717216"
14363,day-care,strict,1,0,1,0,1,1,0,0,4,8453,0.15,26,"2017-04-26 20:07:02.717216"
14364,boarding,strict,1,1,1,0,1,1,0,1,5,8454,0.2,38,"2018-05-24 05:08:44.736282"
14365,day-care,strict,1,0,1,0,1,1,0,1,2,8454,0.2,27,"2018-05-24 05:08:44.736282"
14366,dog-walking,moderate,1,1,0,0,1,1,1,0,6,8455,0.2,24,"2018-03-13 19:17:37.796495"
14367,boarding,flexible,1,0,1,0,0,1,1,0,1,8456,0.2,36,"2017-12-09 02:01:50.144301"
14368,day-care,flexible,1,1,1,0,1,1,0,0,4,8456,0.2,25,"2017-12-09 02:01:50.144301"
14369,boarding,flexible,1,0,1,0,1,1,1,1,3,8457,0.2,31,"2017-11-20 05:29:17.851650"
14370,dog-walking,moderate,1,0,0,0,1,0,0,1,5,8457,0.2,22,"2017-11-20 05:29:17.851650"
14371,boarding,strict,1,0,0,1,1,1,0,1,5,8458,0.2,32,"2017-08-29 15:15:16.184126"
14372,boarding,moderate,1,0,1,0,1,1,1,1,2,8459,0.2,32,"2018-03-26 20:41:42.806787"
14373,dog-walking,flexible,1,1,1,0,1,0,1,0,5,8459,0.2,20,"2018-03-26 20:41:42.806787"
14374,day-care,strict,1,1,1,0,1,0,0,0,2,8459,0.2,30,"2018-03-26 20:41:42.806787"
14375,day-care,strict,0,0,1,0,1,1,0,1,5,8460,0.2,24,"2017-10-28 14:47:41.898501"
14376,boarding,strict,1,0,1,0,1,0,0,1,5,8461,0.2,43,"2018-02-07 16:23:53.599443"
14377,day-care,moderate,1,0,1,1,1,1,1,0,4,8461,0.2,22,"2018-02-07 16:23:53.599443"
14378,day-care,flexible,1,0,1,0,1,0,0,0,3,8462,0.15,23,"2017-04-04 07:46:48.264290"
14379,dog-walking,strict,1,0,1,1,1,1,0,1,3,8463,0.15,22,"2016-11-08 20:58:58.460268"
14380,day-care,strict,0,0,1,0,1,0,1,1,6,8463,0.15,25,"2016-11-08 20:58:58.460268"
14381,boarding,strict,1,0,1,1,1,1,0,1,4,8464,0.2,31,"2017-11-10 21:41:38.242819"
14382,dog-walking,moderate,1,0,1,0,1,1,0,1,6,8465,0.2,24,"2018-03-01 03:45:12.985612"
14383,day-care,strict,1,0,1,1,1,1,1,1,2,8465,0.2,25,"2018-03-01 03:45:12.985612"
14384,boarding,strict,1,0,1,0,1,1,1,1,5,8466,0.15,36,"2017-03-02 23:19:14.819407"
14385,dog-walking,strict,1,0,1,1,1,0,1,0,4,8466,0.15,22,"2017-03-02 23:19:14.819407"
14386,day-care,flexible,1,0,0,1,1,0,1,1,4,8466,0.15,22,"2017-03-02 23:19:14.819407"
14387,boarding,flexible,1,1,1,0,1,1,1,0,4,8467,0.15,31,"2017-05-04 20:25:07.261455"
14388,dog-walking,flexible,1,0,1,0,1,1,0,1,1,8467,0.15,20,"2017-05-04 20:25:07.261455"
14389,dog-walking,flexible,1,0,0,0,1,1,1,1,2,8468,0.2,21,"2018-06-23 04:49:34.866043"
14390,day-care,flexible,1,0,1,0,1,1,0,0,4,8468,0.2,28,"2018-06-23 04:49:34.866043"
14391,boarding,strict,1,0,1,0,1,1,1,0,4,8469,0.2,32,"2018-07-23 13:22:49.553398"
14392,dog-walking,flexible,1,0,1,0,1,1,0,1,4,8469,0.2,16,"2018-07-23 13:22:49.553398"
14393,boarding,flexible,1,1,1,0,1,0,0,1,6,8470,0.2,41,"2017-06-26 08:56:36.623976"
14394,boarding,strict,1,0,1,0,0,1,0,1,5,8471,0.2,31,"2017-11-29 22:28:14.433193"
14395,boarding,strict,1,0,1,1,1,1,1,1,5,8472,0.2,34,"2017-07-10 18:00:57.214791"
14396,dog-walking,moderate,1,0,1,1,1,1,0,1,5,8472,0.2,23,"2017-07-10 18:00:57.214791"
14397,boarding,strict,1,0,1,0,0,1,0,1,5,8473,0.2,37,"2018-02-14 02:40:47.685466"
14398,day-care,strict,1,0,1,0,1,1,1,0,4,8473,0.2,27,"2018-02-14 02:40:47.685466"
14399,dog-walking,strict,1,0,1,0,1,1,0,1,2,8474,0.2,20,"2017-06-26 15:04:17.802894"
14400,day-care,strict,1,0,1,0,1,1,0,1,4,8474,0.2,25,"2017-06-26 15:04:17.802894"
14401,boarding,moderate,1,0,1,1,1,0,1,1,3,8475,0.2,29,"2017-07-19 21:38:45.640988"
14402,dog-walking,moderate,1,0,1,0,1,1,0,1,3,8476,0.2,20,"2018-02-10 23:23:04.611394"
14403,day-care,strict,1,0,0,0,1,1,1,1,2,8476,0.2,24,"2018-02-10 23:23:04.611394"
14404,dog-walking,moderate,1,1,1,0,1,1,1,1,6,8477,0.2,18,"2018-02-08 04:02:05.070464"
